calendar_month,commits,commits_with_allowed_hunks,ai_like_commits,mean_ai_line_fraction,mean_max_hunk_score,repo,threshold_label,commit_ai_fraction
2022-08,60,28,24,0.36661258771261923,0.37167525587530326,elasticsearch,high,0.4
2022-09,60,32,28,0.43112867128793025,0.42698644921529466,elasticsearch,high,0.4666666666666667
2022-10,60,33,32,0.501565172376561,0.47769025683895294,elasticsearch,high,0.5333333333333333
2022-11,60,34,32,0.5101247827986025,0.4916015834623955,elasticsearch,high,0.5333333333333333
2022-12,60,35,34,0.49312157824477115,0.4984692627761817,elasticsearch,high,0.5666666666666667
2023-01,60,36,36,0.5198425624096991,0.5198518208773506,elasticsearch,high,0.6
2023-02,60,35,35,0.5060219435897317,0.5036367561114562,elasticsearch,high,0.5833333333333334
2023-03,60,29,28,0.4295137218064277,0.41943022270637936,elasticsearch,high,0.4666666666666667
2023-04,60,26,24,0.3560086508141795,0.365706478218376,elasticsearch,high,0.4
2023-05,60,38,37,0.576167630860931,0.5470655298808836,elasticsearch,high,0.6166666666666667
2023-06,60,35,32,0.476142588870367,0.4647680415025166,elasticsearch,high,0.5333333333333333
2023-07,60,30,30,0.4252684288394196,0.44617790753471004,elasticsearch,high,0.5
2023-08,60,29,28,0.4169590730778009,0.4070331990915313,elasticsearch,high,0.4666666666666667
2023-09,60,30,28,0.41157222800461973,0.43084656222780365,elasticsearch,high,0.4666666666666667
2023-10,60,20,19,0.2838313590854644,0.2822204878720212,elasticsearch,high,0.31666666666666665
2023-11,60,34,33,0.48550747399069544,0.4794993269945286,elasticsearch,high,0.55
2023-12,60,32,31,0.48882556415315886,0.4670684959611566,elasticsearch,high,0.5166666666666667
2024-01,60,33,30,0.4711058131678818,0.46234549187457824,elasticsearch,high,0.5
2024-02,60,32,30,0.4484412577948189,0.4358314078410043,elasticsearch,high,0.5
2024-03,60,22,19,0.311974398155942,0.2944961472470426,elasticsearch,high,0.31666666666666665
2024-04,60,31,26,0.38018189703573546,0.4031822654954426,elasticsearch,high,0.43333333333333335
2024-05,60,24,23,0.3614375254521561,0.3358276365502426,elasticsearch,high,0.38333333333333336
2024-06,60,24,20,0.2906269030731149,0.2973767930128245,elasticsearch,high,0.3333333333333333
2024-07,60,25,23,0.333948473987135,0.340064279216468,elasticsearch,high,0.38333333333333336
2024-08,60,27,26,0.40120960974958086,0.3841143133957748,elasticsearch,high,0.43333333333333335
2024-09,60,26,25,0.3924087624953987,0.3805694879037267,elasticsearch,high,0.4166666666666667
2024-10,60,24,23,0.352041447375183,0.3499773905622222,elasticsearch,high,0.38333333333333336
2024-11,60,29,28,0.4380805791247702,0.41215487428286796,elasticsearch,high,0.4666666666666667
2024-12,60,30,29,0.4576211349307112,0.42149485897809685,elasticsearch,high,0.48333333333333334
2025-01,60,27,26,0.40336230690498165,0.39168990404000337,elasticsearch,high,0.43333333333333335
2025-02,60,24,22,0.34898784228972907,0.32133895653955447,elasticsearch,high,0.36666666666666664
2025-03,60,23,23,0.32930288386312856,0.34077260009848515,elasticsearch,high,0.38333333333333336
2025-04,60,32,30,0.45245153209247396,0.45369153762827685,elasticsearch,high,0.5
2025-05,60,28,25,0.3724215455882342,0.3909655608256281,elasticsearch,high,0.4166666666666667
2025-06,60,25,25,0.34293939672115553,0.3530734108612727,elasticsearch,high,0.4166666666666667
2025-07,60,29,28,0.4457170454081292,0.3980277451250918,elasticsearch,high,0.4666666666666667
2025-08,60,27,24,0.34716978758554856,0.364102530350097,elasticsearch,high,0.4
2025-09,60,35,32,0.4749945916302548,0.4727363307952588,elasticsearch,high,0.5333333333333333
2025-10,60,29,27,0.3706786364983083,0.3862280932600056,elasticsearch,high,0.45
2025-11,60,25,22,0.33231034058292264,0.32930815216439974,elasticsearch,high,0.36666666666666664
2025-12,60,34,34,0.5145540720775219,0.4836249677282772,elasticsearch,high,0.5666666666666667
